,Date,event_type,country,fatalities,event_id_cnty
12458,2023-09-04,Battles,Togo,3,1
12459,2023-09-04,Battles,Trinidad and Tobago,2,4
12460,2023-09-04,Battles,Turkey,7,8
12461,2023-09-04,Battles,Uganda,4,8
12462,2023-09-04,Battles,Venezuela,27,24
12463,2023-09-04,Battles,Yemen,29,22
12464,2023-09-04,Explosions/Remote violence,Brazil,0,3
12465,2023-09-04,Explosions/Remote violence,Burkina Faso,33,18
12466,2023-09-04,Explosions/Remote violence,Colombia,3,9
12467,2023-09-04,Explosions/Remote violence,Democratic Republic of Congo,0,1
12468,2023-09-04,Explosions/Remote violence,Ecuador,0,5
12469,2023-09-04,Explosions/Remote violence,Ethiopia,42,4
12470,2023-09-04,Explosions/Remote violence,Iraq,61,157
12471,2023-09-04,Explosions/Remote violence,Kenya,2,2
12472,2023-09-04,Explosions/Remote violence,Lebanon,0,2
12473,2023-09-04,Explosions/Remote violence,Libya,0,1
12474,2023-09-04,Explosions/Remote violence,Mali,12,19
12475,2023-09-04,Explosions/Remote violence,Mexico,1,5
12476,2023-09-04,Explosions/Remote violence,Mozambique,3,2
12477,2023-09-04,Explosions/Remote violence,Niger,10,2
12478,2023-09-04,Explosions/Remote violence,Nigeria,38,14
12479,2023-09-04,Explosions/Remote violence,Palestine,0,14
12480,2023-09-04,Explosions/Remote violence,Somalia,87,16
12481,2023-09-04,Explosions/Remote violence,South Sudan,4,1
12482,2023-09-04,Explosions/Remote violence,Sudan,81,40
12483,2023-09-04,Explosions/Remote violence,Syria,229,379
12484,2023-09-04,Explosions/Remote violence,Turkey,0,9
12485,2023-09-04,Explosions/Remote violence,Venezuela,2,2
12486,2023-09-04,Explosions/Remote violence,Yemen,10,33
12487,2023-09-04,Violence against civilians,Algeria,2,1
12488,2023-09-04,Violence against civilians,Angola,9,3
12489,2023-09-04,Violence against civilians,Belize,1,3
12490,2023-09-04,Violence against civilians,Benin,0,1
12491,2023-09-04,Violence against civilians,Bolivia,0,1
12492,2023-09-04,Violence against civilians,Brazil,262,321
12493,2023-09-04,Violence against civilians,Burkina Faso,91,40
12494,2023-09-04,Violence against civilians,Burundi,6,19
12495,2023-09-04,Violence against civilians,Cameroon,51,49
12496,2023-09-04,Violence against civilians,Central African Republic,21,14
12497,2023-09-04,Violence against civilians,Chad,4,6
12498,2023-09-04,Violence against civilians,Chile,0,2
12499,2023-09-04,Violence against civilians,Colombia,94,93
12500,2023-09-04,Violence against civilians,Comoros,0,2
12501,2023-09-04,Violence against civilians,Costa Rica,0,2
12502,2023-09-04,Violence against civilians,Cuba,0,2
12503,2023-09-04,Violence against civilians,Democratic Republic of Congo,245,80
12504,2023-09-04,Violence against civilians,Ecuador,3,4
12505,2023-09-04,Violence against civilians,Egypt,2,2
12506,2023-09-04,Violence against civilians,El Salvador,0,1
12507,2023-09-04,Violence against civilians,Ethiopia,95,37
12508,2023-09-04,Violence against civilians,Gabon,0,4
12509,2023-09-04,Violence against civilians,Ghana,5,6
12510,2023-09-04,Violence against civilians,Guatemala,177,174
12511,2023-09-04,Violence against civilians,Guinea-Bissau,0,1
12512,2023-09-04,Violence against civilians,Haiti,57,65
12513,2023-09-04,Violence against civilians,Honduras,21,21
12514,2023-09-04,Violence against civilians,Iran,4,1
12515,2023-09-04,Violence against civilians,Iraq,23,31
12516,2023-09-04,Violence against civilians,Israel,1,3
12517,2023-09-04,Violence against civilians,Jamaica,24,22
12518,2023-09-04,Violence against civilians,Kenya,22,19
12519,2023-09-04,Violence against civilians,Lebanon,1,1
12520,2023-09-04,Violence against civilians,Libya,1,7
12521,2023-09-04,Violence against civilians,Madagascar,5,13
12522,2023-09-04,Violence against civilians,Mali,133,47
12523,2023-09-04,Violence against civilians,Mauritania,0,1
12524,2023-09-04,Violence against civilians,Mauritius,0,1
12525,2023-09-04,Violence against civilians,Mexico,448,383
12526,2023-09-04,Violence against civilians,Mozambique,7,4
12527,2023-09-04,Violence against civilians,Nicaragua,1,1
12528,2023-09-04,Violence against civilians,Niger,121,28
12529,2023-09-04,Violence against civilians,Nigeria,68,98
12530,2023-09-04,Violence against civilians,Palestine,4,32
12531,2023-09-04,Violence against civilians,Peru,0,2
12532,2023-09-04,Violence against civilians,Puerto Rico,8,9
12533,2023-09-04,Violence against civilians,Somalia,13,16
12534,2023-09-04,Violence against civilians,South Africa,9,13
12535,2023-09-04,Violence against civilians,South Sudan,34,37
12536,2023-09-04,Violence against civilians,Sudan,181,58
12537,2023-09-04,Violence against civilians,Suriname,0,1
12538,2023-09-04,Violence against civilians,Syria,37,143
12539,2023-09-04,Violence against civilians,Tanzania,2,3
12540,2023-09-04,Violence against civilians,Togo,2,3
12541,2023-09-04,Violence against civilians,Trinidad and Tobago,32,39
12542,2023-09-04,Violence against civilians,Turkey,0,3
12543,2023-09-04,Violence against civilians,Uganda,7,15
12544,2023-09-04,Violence against civilians,Venezuela,20,19
12545,2023-09-04,Violence against civilians,Yemen,10,27
12546,2023-09-04,Violence against civilians,Zimbabwe,0,5
12547,2023-09-05,Battles,Afghanistan,74,42
12548,2023-09-05,Battles,Armenia,4,18
12549,2023-09-05,Battles,Azerbaijan,0,66
12550,2023-09-05,Battles,Cyprus,0,1
12551,2023-09-05,Battles,India,49,52
12552,2023-09-05,Battles,Myanmar,149,109
12553,2023-09-05,Battles,Pakistan,95,81
12554,2023-09-05,Battles,Philippines,24,20
12555,2023-09-05,Battles,Russia,12,4
12556,2023-09-05,Battles,Thailand,66,96
12557,2023-09-05,Battles,Ukraine,4674,1423
12558,2023-09-05,Explosions/Remote violence,Afghanistan,16,8
12559,2023-09-05,Explosions/Remote violence,Azerbaijan,0,2
12560,2023-09-05,Explosions/Remote violence,India,1,7
12561,2023-09-05,Explosions/Remote violence,Kosovo,0,1
12562,2023-09-05,Explosions/Remote violence,Myanmar,55,123
12563,2023-09-05,Explosions/Remote violence,Pakistan,42,43
12564,2023-09-05,Explosions/Remote violence,Philippines,1,3
12565,2023-09-05,Explosions/Remote violence,Romania,0,1
12566,2023-09-05,Explosions/Remote violence,Russia,18,258
12567,2023-09-05,Explosions/Remote violence,Thailand,20,95
12568,2023-09-05,Explosions/Remote violence,Ukraine,3174,4142
12569,2023-09-05,Violence against civilians,Afghanistan,24,44
12570,2023-09-05,Violence against civilians,Armenia,0,6
12571,2023-09-05,Violence against civilians,Austria,0,1
12572,2023-09-05,Violence against civilians,Azerbaijan,0,6
12573,2023-09-05,Violence against civilians,Bangladesh,9,13
12574,2023-09-05,Violence against civilians,Belarus,1,1
12575,2023-09-05,Violence against civilians,Bosnia and Herzegovina,0,1
12576,2023-09-05,Violence against civilians,China,0,19
12577,2023-09-05,Violence against civilians,Cyprus,0,2
12578,2023-09-05,Violence against civilians,Czech Republic,0,1
12579,2023-09-05,Violence against civilians,Georgia,0,1
12580,2023-09-05,Violence against civilians,Germany,0,1
12581,2023-09-05,Violence against civilians,Greece,1,4
12582,2023-09-05,Violence against civilians,Hungary,0,1
12583,2023-09-05,Violence against civilians,India,34,80
12584,2023-09-05,Violence against civilians,Indonesia,3,5
12585,2023-09-05,Violence against civilians,Kazakhstan,0,5
12586,2023-09-05,Violence against civilians,Kyrgyzstan,0,4
12587,2023-09-05,Violence against civilians,Moldova,0,1
12588,2023-09-05,Violence against civilians,Myanmar,57,67
12589,2023-09-05,Violence against civilians,Nepal,0,2
12590,2023-09-05,Violence against civilians,North Korea,1,1
12591,2023-09-05,Violence against civilians,North Macedonia,0,2
12592,2023-09-05,Violence against civilians,Pakistan,45,42
12593,2023-09-05,Violence against civilians,Papua New Guinea,6,2
12594,2023-09-05,Violence against civilians,Philippines,36,34
12595,2023-09-05,Violence against civilians,Russia,1,16
12596,2023-09-05,Violence against civilians,Sri Lanka,0,3
12597,2023-09-05,Violence against civilians,Thailand,11,18
12598,2023-09-05,Violence against civilians,Ukraine,0,3
12599,2023-09-05,Violence against civilians,United States,3,5
12600,2023-09-05,Violence against civilians,Uzbekistan,2,6
12601,2023-09-06,Battles,Libya,55,8
12602,2023-09-06,Battles,Ukraine,3533,1041
12603,2023-09-06,Explosions/Remote violence,Ukraine,4840,3648
12604,2023-09-06,Violence against civilians,Ukraine,0,2
12605,2023-09-11,Battles,Belize,1,1
12606,2023-09-11,Battles,Brazil,62,80
12607,2023-09-11,Battles,Burkina Faso,78,10
12608,2023-09-11,Battles,Cameroon,7,5
12609,2023-09-11,Battles,Chad,1,1
12610,2023-09-11,Battles,Colombia,581,932
12611,2023-09-11,Battles,Democratic Republic of Congo,108,124
12612,2023-09-11,Battles,Ethiopia,25,22
12613,2023-09-11,Battles,Guinea,0,1
12614,2023-09-11,Battles,Haiti,6,3
12615,2023-09-11,Battles,Honduras,1,1
12616,2023-09-11,Battles,Iran,3,2
12617,2023-09-11,Battles,Iraq,2,28
12618,2023-09-11,Battles,Jamaica,1,2
12619,2023-09-11,Battles,Lebanon,0,2
12620,2023-09-11,Battles,Libya,9,6
12621,2023-09-11,Battles,Madagascar,12,6
12622,2023-09-11,Battles,Mali,57,11
12623,2023-09-11,Battles,Mexico,29,32
12624,2023-09-11,Battles,Mozambique,19,3
12625,2023-09-11,Battles,Niger,956,215
12626,2023-09-11,Battles,Nigeria,151,32
12627,2023-09-11,Battles,Palestine,2,18
12628,2023-09-11,Battles,Somalia,70,9
12629,2023-09-11,Battles,Sudan,142,48
12630,2023-09-11,Battles,Syria,155,127
12631,2023-09-11,Battles,Turkey,6,2
12632,2023-09-11,Battles,Venezuela,5,4
12633,2023-09-11,Battles,Yemen,5,7
12634,2023-09-11,Explosions/Remote violence,Brazil,0,1
12635,2023-09-11,Explosions/Remote violence,Burkina Faso,0,2
12636,2023-09-11,Explosions/Remote violence,Cameroon,1,1
12637,2023-09-11,Explosions/Remote violence,Colombia,53,282
12638,2023-09-11,Explosions/Remote violence,Ethiopia,55,4
12639,2023-09-11,Explosions/Remote violence,Iraq,2,52
12640,2023-09-11,Explosions/Remote violence,Lebanon,0,1
12641,2023-09-11,Explosions/Remote violence,Mali,1,7
12642,2023-09-11,Explosions/Remote violence,Mexico,0,3
12643,2023-09-11,Explosions/Remote violence,Morocco,5,1
12644,2023-09-11,Explosions/Remote violence,Niger,110,42
12645,2023-09-11,Explosions/Remote violence,Nigeria,0,2
12646,2023-09-11,Explosions/Remote violence,Palestine,0,5
12647,2023-09-11,Explosions/Remote violence,Peru,0,1
12648,2023-09-11,Explosions/Remote violence,Somalia,5,9
12649,2023-09-11,Explosions/Remote violence,Sudan,55,18
12650,2023-09-11,Explosions/Remote violence,Syria,39,226
12651,2023-09-11,Explosions/Remote violence,Tunisia,0,1
12652,2023-09-11,Explosions/Remote violence,Turkey,0,1
12653,2023-09-11,Explosions/Remote violence,Yemen,4,10
12654,2023-09-11,Violence against civilians,Angola,0,1
12655,2023-09-11,Violence against civilians,Bahrain,0,1
12656,2023-09-11,Violence against civilians,Benin,3,2
12657,2023-09-11,Violence against civilians,Bolivia,0,1
12658,2023-09-11,Violence against civilians,Brazil,67,80
12659,2023-09-11,Violence against civilians,Burkina Faso,37,5
12660,2023-09-11,Violence against civilians,Burundi,17,10
12661,2023-09-11,Violence against civilians,Cameroon,11,13
12662,2023-09-11,Violence against civilians,Central African Republic,5,9
12663,2023-09-11,Violence against civilians,Chad,3,2
12664,2023-09-11,Violence against civilians,Colombia,2200,2034
12665,2023-09-11,Violence against civilians,Cuba,0,1
12666,2023-09-11,Violence against civilians,Democratic Republic of Congo,48,25
12667,2023-09-11,Violence against civilians,Dominican Republic,2,2
12668,2023-09-11,Violence against civilians,Ecuador,0,1
12669,2023-09-11,Violence against civilians,El Salvador,2,3
12670,2023-09-11,Violence against civilians,Ethiopia,21,6
12671,2023-09-11,Violence against civilians,Ghana,1,1
12672,2023-09-11,Violence against civilians,Guatemala,8,8
12673,2023-09-11,Violence against civilians,Haiti,4,3
12674,2023-09-11,Violence against civilians,Honduras,9,9
12675,2023-09-11,Violence against civilians,Iraq,2,2
12676,2023-09-11,Violence against civilians,Jamaica,17,19
12677,2023-09-11,Violence against civilians,Kenya,3,4
12678,2023-09-11,Violence against civilians,Madagascar,1,3
12679,2023-09-11,Violence against civilians,Mali,15,14
12680,2023-09-11,Violence against civilians,Mauritania,0,1
12681,2023-09-11,Violence against civilians,Mexico,114,104
12682,2023-09-11,Violence against civilians,Mozambique,1,1
12683,2023-09-11,Violence against civilians,Niger,111,36
12684,2023-09-11,Violence against civilians,Nigeria,14,8
12685,2023-09-11,Violence against civilians,Palestine,0,11
12686,2023-09-11,Violence against civilians,Peru,4,1
12687,2023-09-11,Violence against civilians,Puerto Rico,2,2
12688,2023-09-11,Violence against civilians,Somalia,5,5
12689,2023-09-11,Violence against civilians,South Africa,0,1
12690,2023-09-11,Violence against civilians,South Sudan,0,2
12691,2023-09-11,Violence against civilians,Sudan,13,18
12692,2023-09-11,Violence against civilians,Syria,15,31
12693,2023-09-11,Violence against civilians,Trinidad and Tobago,13,10
12694,2023-09-11,Violence against civilians,Turkey,0,2
12695,2023-09-11,Violence against civilians,Venezuela,5,5
12696,2023-09-11,Violence against civilians,Yemen,3,6
12697,2023-09-11,Violence against civilians,Zimbabwe,0,12
12698,2023-09-11,Violence against civilians,eSwatini,0,1
12699,2023-09-12,Battles,Afghanistan,21,13
12700,2023-09-12,Battles,Armenia,0,4
12701,2023-09-12,Battles,Azerbaijan,0,20
12702,2023-09-12,Battles,Bangladesh,0,1
12703,2023-09-12,Battles,India,5,12
12704,2023-09-12,Battles,Myanmar,8,29
12705,2023-09-12,Battles,Pakistan,36,10
12706,2023-09-12,Battles,Papua New Guinea,86,3
12707,2023-09-12,Battles,Philippines,0,2
12708,2023-09-12,Battles,Russia,1,1
12709,2023-09-12,Battles,Ukraine,226,145
12710,2023-09-12,Explosions/Remote violence,Armenia,3,1
12711,2023-09-12,Explosions/Remote violence,Azerbaijan,0,1
12712,2023-09-12,Explosions/Remote violence,India,0,2
12713,2023-09-12,Explosions/Remote violence,Myanmar,7,30
12714,2023-09-12,Explosions/Remote violence,Pakistan,7,3
12715,2023-09-12,Explosions/Remote violence,Papua New Guinea,0,1
12716,2023-09-12,Explosions/Remote violence,Philippines,0,1
12717,2023-09-12,Explosions/Remote violence,Romania,0,1
12718,2023-09-12,Explosions/Remote violence,Russia,2,46
12719,2023-09-12,Explosions/Remote violence,Thailand,1,3
12720,2023-09-12,Explosions/Remote violence,Ukraine,148,754
12721,2023-09-12,Violence against civilians,Afghanistan,5,7
12722,2023-09-12,Violence against civilians,Armenia,0,1
12723,2023-09-12,Violence against civilians,Azerbaijan,0,3
12724,2023-09-12,Violence against civilians,Bangladesh,6,12
12725,2023-09-12,Violence against civilians,China,0,2
12726,2023-09-12,Violence against civilians,Cyprus,0,2
12727,2023-09-12,Violence against civilians,Greece,0,1
12728,2023-09-12,Violence against civilians,India,8,34
12729,2023-09-12,Violence against civilians,Indonesia,0,1
12730,2023-09-12,Violence against civilians,Kazakhstan,1,3
12731,2023-09-12,Violence against civilians,Myanmar,15,22
12732,2023-09-12,Violence against civilians,Nepal,0,2
12733,2023-09-12,Violence against civilians,Pakistan,12,20
12734,2023-09-12,Violence against civilians,Papua New Guinea,2,1
12735,2023-09-12,Violence against civilians,Philippines,11,8
12736,2023-09-12,Violence against civilians,Russia,0,2
12737,2023-09-12,Violence against civilians,Sri Lanka,0,1
12738,2023-09-12,Violence against civilians,Ukraine,0,1
12739,2023-09-18,Battles,Argentina,1,1
12740,2023-09-18,Battles,Benin,4,2
12741,2023-09-18,Battles,Brazil,40,56
12742,2023-09-18,Battles,Burkina Faso,52,13
12743,2023-09-18,Battles,Cameroon,24,20
12744,2023-09-18,Battles,Central African Republic,4,4
12745,2023-09-18,Battles,Colombia,18,32
12746,2023-09-18,Battles,Democratic Republic of Congo,23,11
12747,2023-09-18,Battles,El Salvador,2,1
12748,2023-09-18,Battles,Ethiopia,42,23
12749,2023-09-18,Battles,Guatemala,2,2
12750,2023-09-18,Battles,Honduras,2,2
12751,2023-09-18,Battles,Iran,1,2
12752,2023-09-18,Battles,Iraq,1,383
12753,2023-09-18,Battles,Ivory Coast,2,3
12754,2023-09-18,Battles,Jamaica,2,2
12755,2023-09-18,Battles,Lebanon,18,6
12756,2023-09-18,Battles,Libya,15,7
12757,2023-09-18,Battles,Madagascar,10,6
12758,2023-09-18,Battles,Mali,87,17
12759,2023-09-18,Battles,Mexico,19,20
12760,2023-09-18,Battles,Niger,12,2
12761,2023-09-18,Battles,Nigeria,24,15
12762,2023-09-18,Battles,Palestine,0,14
12763,2023-09-18,Battles,Somalia,42,7
12764,2023-09-18,Battles,South Sudan,6,2
12765,2023-09-18,Battles,Sudan,211,38
12766,2023-09-18,Battles,Syria,99,68
12767,2023-09-18,Battles,Trinidad and Tobago,0,1
12768,2023-09-18,Battles,Turkey,2,1
12769,2023-09-18,Battles,Venezuela,2,1
12770,2023-09-18,Battles,Yemen,125,31
12771,2023-09-18,Explosions/Remote violence,Benin,2,1
12772,2023-09-18,Explosions/Remote violence,Brazil,0,2
12773,2023-09-18,Explosions/Remote violence,Burkina Faso,3,6
12774,2023-09-18,Explosions/Remote violence,Cameroon,3,3
12775,2023-09-18,Explosions/Remote violence,Central African Republic,0,1
12776,2023-09-18,Explosions/Remote violence,Colombia,0,6
12777,2023-09-18,Explosions/Remote violence,Ecuador,0,2
12778,2023-09-18,Explosions/Remote violence,Ethiopia,0,1
12779,2023-09-18,Explosions/Remote violence,Iran,2,1
12780,2023-09-18,Explosions/Remote violence,Iraq,2,139
12781,2023-09-18,Explosions/Remote violence,Israel,0,1
12782,2023-09-18,Explosions/Remote violence,Kenya,0,1
12783,2023-09-18,Explosions/Remote violence,Libya,0,5
12784,2023-09-18,Explosions/Remote violence,Mali,0,8
12785,2023-09-18,Explosions/Remote violence,Mexico,0,3
12786,2023-09-18,Explosions/Remote violence,Morocco,1,1
12787,2023-09-18,Explosions/Remote violence,Mozambique,3,1
12788,2023-09-18,Explosions/Remote violence,Nigeria,16,5
12789,2023-09-18,Explosions/Remote violence,Palestine,0,6
12790,2023-09-18,Explosions/Remote violence,Saudi Arabia,0,2
12791,2023-09-18,Explosions/Remote violence,Somalia,3,5
12792,2023-09-18,Explosions/Remote violence,Sudan,168,27
12793,2023-09-18,Explosions/Remote violence,Syria,69,118
12794,2023-09-18,Explosions/Remote violence,Togo,0,1
12795,2023-09-18,Explosions/Remote violence,United Arab Emirates,0,1
12796,2023-09-18,Explosions/Remote violence,Yemen,44,16
12797,2023-09-18,Violence against civilians,Bahamas,0,1
12798,2023-09-18,Violence against civilians,Belize,1,1
12799,2023-09-18,Violence against civilians,Benin,2,4
12800,2023-09-18,Violence against civilians,Bolivia,0,1
12801,2023-09-18,Violence against civilians,Brazil,70,76
12802,2023-09-18,Violence against civilians,Burkina Faso,16,10
12803,2023-09-18,Violence against civilians,Burundi,2,4
12804,2023-09-18,Violence against civilians,Cameroon,12,15
12805,2023-09-18,Violence against civilians,Central African Republic,0,3
12806,2023-09-18,Violence against civilians,Colombia,30,34
12807,2023-09-18,Violence against civilians,Democratic Republic of Congo,25,22
12808,2023-09-18,Violence against civilians,El Salvador,3,3
12809,2023-09-18,Violence against civilians,Ethiopia,47,22
12810,2023-09-18,Violence against civilians,Guatemala,9,11
12811,2023-09-18,Violence against civilians,Haiti,4,3
12812,2023-09-18,Violence against civilians,Honduras,14,8
12813,2023-09-18,Violence against civilians,Iran,5,3
12814,2023-09-18,Violence against civilians,Iraq,7,11
12815,2023-09-18,Violence against civilians,Israel,0,1
12816,2023-09-18,Violence against civilians,Ivory Coast,0,4
12817,2023-09-18,Violence against civilians,Jamaica,4,5
12818,2023-09-18,Violence against civilians,Kenya,1,1
12819,2023-09-18,Violence against civilians,Libya,1,9
12820,2023-09-18,Violence against civilians,Mali,6,8
12821,2023-09-18,Violence against civilians,Mexico,86,80
12822,2023-09-18,Violence against civilians,Nicaragua,1,1
12823,2023-09-18,Violence against civilians,Niger,2,3
12824,2023-09-18,Violence against civilians,Nigeria,33,24
12825,2023-09-18,Violence against civilians,Palestine,1,15
12826,2023-09-18,Violence against civilians,Peru,1,2
12827,2023-09-18,Violence against civilians,Puerto Rico,2,2
12828,2023-09-18,Violence against civilians,Somalia,5,7
12829,2023-09-18,Violence against civilians,South Africa,4,6
12830,2023-09-18,Violence against civilians,South Sudan,6,7
12831,2023-09-18,Violence against civilians,Sudan,27,22
12832,2023-09-18,Violence against civilians,Syria,35,66
12833,2023-09-18,Violence against civilians,Tanzania,1,1
12834,2023-09-18,Violence against civilians,Togo,0,1
12835,2023-09-18,Violence against civilians,Trinidad and Tobago,7,14
12836,2023-09-18,Violence against civilians,Turkey,0,1
12837,2023-09-18,Violence against civilians,Venezuela,4,4
12838,2023-09-18,Violence against civilians,Yemen,1,9
12839,2023-09-18,Violence against civilians,Zimbabwe,0,3
12840,2023-09-19,Battles,Afghanistan,5,6
12841,2023-09-19,Battles,Armenia,0,5
12842,2023-09-19,Battles,Azerbaijan,0,28
12843,2023-09-19,Battles,Bangladesh,2,1
12844,2023-09-19,Battles,India,16,15
12845,2023-09-19,Battles,Myanmar,391,108
12846,2023-09-19,Battles,Pakistan,17,9
12847,2023-09-19,Battles,Philippines,10,9
12848,2023-09-19,Battles,Thailand,0,1
12849,2023-09-19,Battles,Ukraine,365,150
12850,2023-09-19,Explosions/Remote violence,Afghanistan,0,1
12851,2023-09-19,Explosions/Remote violence,Azerbaijan,0,2
12852,2023-09-19,Explosions/Remote violence,India,1,1
12853,2023-09-19,Explosions/Remote violence,Myanmar,129,64
12854,2023-09-19,Explosions/Remote violence,Pakistan,1,3
12855,2023-09-19,Explosions/Remote violence,Philippines,1,1
12856,2023-09-19,Explosions/Remote violence,Russia,2,128
12857,2023-09-19,Explosions/Remote violence,Ukraine,130,677
12858,2023-09-19,Violence against civilians,Afghanistan,9,13
12859,2023-09-19,Violence against civilians,Bangladesh,2,7
12860,2023-09-19,Violence against civilians,China,0,1
12861,2023-09-19,Violence against civilians,France,0,1
12862,2023-09-19,Violence against civilians,Greece,1,1
12863,2023-09-19,Violence against civilians,India,8,17
12864,2023-09-19,Violence against civilians,Indonesia,0,1
12865,2023-09-19,Violence against civilians,Kazakhstan,0,4
12866,2023-09-19,Violence against civilians,Moldova,0,1
12867,2023-09-19,Violence against civilians,Myanmar,30,24
12868,2023-09-19,Violence against civilians,Nepal,0,1
12869,2023-09-19,Violence against civilians,Pakistan,7,6
12870,2023-09-19,Violence against civilians,Philippines,3,4
12871,2023-09-19,Violence against civilians,Russia,0,5
12872,2023-09-19,Violence against civilians,United States,0,1
12873,2023-09-25,Battles,Benin,2,1
12874,2023-09-25,Battles,Brazil,62,73
12875,2023-09-25,Battles,Burkina Faso,39,10
12876,2023-09-25,Battles,Burundi,0,1
12877,2023-09-25,Battles,Cameroon,18,11
12878,2023-09-25,Battles,Central African Republic,9,5
12879,2023-09-25,Battles,Colombia,16,25
12880,2023-09-25,Battles,Democratic Republic of Congo,35,19
12881,2023-09-25,Battles,El Salvador,4,2
12882,2023-09-25,Battles,Ethiopia,116,33
12883,2023-09-25,Battles,Guinea,2,2
12884,2023-09-25,Battles,Haiti,41,10
12885,2023-09-25,Battles,Honduras,0,2
12886,2023-09-25,Battles,Iran,1,1
12887,2023-09-25,Battles,Iraq,16,39
12888,2023-09-25,Battles,Jamaica,1,1
12889,2023-09-25,Battles,Kenya,7,5
12890,2023-09-25,Battles,Madagascar,7,1
12891,2023-09-25,Battles,Mali,121,5
12892,2023-09-25,Battles,Mexico,6,14
12893,2023-09-25,Battles,Niger,14,3
12894,2023-09-25,Battles,Nigeria,95,17
12895,2023-09-25,Battles,Palestine,6,23
12896,2023-09-25,Battles,Puerto Rico,2,2
12897,2023-09-25,Battles,Somalia,86,18
12898,2023-09-25,Battles,South Sudan,14,2
12899,2023-09-25,Battles,Sudan,398,39
12900,2023-09-25,Battles,Syria,39,54
12901,2023-09-25,Battles,Togo,8,4
12902,2023-09-25,Battles,Trinidad and Tobago,0,1
12903,2023-09-25,Battles,Turkey,4,2
12904,2023-09-25,Battles,Venezuela,11,11
12905,2023-09-25,Battles,Yemen,751,163
12906,2023-09-25,Explosions/Remote violence,Brazil,0,1
12907,2023-09-25,Explosions/Remote violence,Burkina Faso,33,4
12908,2023-09-25,Explosions/Remote violence,Cameroon,2,2
12909,2023-09-25,Explosions/Remote violence,Colombia,2,5
12910,2023-09-25,Explosions/Remote violence,Ethiopia,35,7
12911,2023-09-25,Explosions/Remote violence,Iraq,27,63
12912,2023-09-25,Explosions/Remote violence,Israel,0,1
12913,2023-09-25,Explosions/Remote violence,Kenya,4,1
12914,2023-09-25,Explosions/Remote violence,Mali,11,3
12915,2023-09-25,Explosions/Remote violence,Mozambique,1,1
12916,2023-09-25,Explosions/Remote violence,Niger,0,2
12917,2023-09-25,Explosions/Remote violence,Nigeria,14,3
12918,2023-09-25,Explosions/Remote violence,Palestine,0,5
12919,2023-09-25,Explosions/Remote violence,Saudi Arabia,185,8
12920,2023-09-25,Explosions/Remote violence,Somalia,17,19
12921,2023-09-25,Explosions/Remote violence,Sudan,7,25
12922,2023-09-25,Explosions/Remote violence,Syria,41,113
12923,2023-09-25,Explosions/Remote violence,Togo,3,4
12924,2023-09-25,Explosions/Remote violence,Turkey,0,2
12925,2023-09-25,Explosions/Remote violence,United Arab Emirates,0,1
12926,2023-09-25,Explosions/Remote violence,Yemen,919,1825
12927,2023-09-25,Violence against civilians,Angola,2,3
12928,2023-09-25,Violence against civilians,Brazil,53,57
12929,2023-09-25,Violence against civilians,Burkina Faso,34,9
12930,2023-09-25,Violence against civilians,Burundi,1,11
12931,2023-09-25,Violence against civilians,Cameroon,9,12
12932,2023-09-25,Violence against civilians,Central African Republic,0,2
12933,2023-09-25,Violence against civilians,Chad,0,1
12934,2023-09-25,Violence against civilians,Colombia,33,38
12935,2023-09-25,Violence against civilians,Cuba,0,1
12936,2023-09-25,Violence against civilians,Democratic Republic of Congo,33,19
12937,2023-09-25,Violence against civilians,Ethiopia,43,17
12938,2023-09-25,Violence against civilians,Gabon,0,1
12939,2023-09-25,Violence against civilians,Ghana,10,2
12940,2023-09-25,Violence against civilians,Guatemala,6,5
12941,2023-09-25,Violence against civilians,Guinea,2,7
12942,2023-09-25,Violence against civilians,Haiti,0,2
12943,2023-09-25,Violence against civilians,Honduras,6,8
12944,2023-09-25,Violence against civilians,Iraq,11,11
12945,2023-09-25,Violence against civilians,Jamaica,3,4
12946,2023-09-25,Violence against civilians,Kenya,7,11
12947,2023-09-25,Violence against civilians,Lebanon,0,1
12948,2023-09-25,Violence against civilians,Madagascar,0,1
12949,2023-09-25,Violence against civilians,Mali,5,2
12950,2023-09-25,Violence against civilians,Mauritania,0,1
12951,2023-09-25,Violence against civilians,Mexico,125,80
12952,2023-09-25,Violence against civilians,Mozambique,1,4
12953,2023-09-25,Violence against civilians,Niger,6,3
12954,2023-09-25,Violence against civilians,Nigeria,15,24
12955,2023-09-25,Violence against civilians,Palestine,0,11
12956,2023-09-25,Violence against civilians,Puerto Rico,5,4
12957,2023-09-25,Violence against civilians,Saudi Arabia,1,2
12958,2023-09-25,Violence against civilians,Senegal,1,1
12959,2023-09-25,Violence against civilians,Somalia,0,2
12960,2023-09-25,Violence against civilians,South Africa,3,3
12961,2023-09-25,Violence against civilians,South Sudan,5,3
12962,2023-09-25,Violence against civilians,Sudan,22,20
12963,2023-09-25,Violence against civilians,Syria,10,38
12964,2023-09-25,Violence against civilians,Tanzania,0,1
12965,2023-09-25,Violence against civilians,Togo,50,13
12966,2023-09-25,Violence against civilians,Trinidad and Tobago,4,5
12967,2023-09-25,Violence against civilians,Uganda,2,4
12968,2023-09-25,Violence against civilians,Yemen,112,165
